FilePath,LineNumber,RecieverVaribale,Context,Label
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/HtmlUtilities.java,93,java.lang.StringBuilder,java.lang.StringBuilder append !=  if getBackgroundColor append !=  if getForegroundColor Color SyntaxStyle,append
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/HtmlUtilities.java,126,java.lang.StringBuilder,java.lang.StringBuilder append append append append append 1) + get int,append
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/PropertiesBean.java,190,java.beans.BeanInfo,java.beans.BeanInfo getPropertyDescriptors return _info=Introspector.getBeanInfo BeanInfo,getPropertyDescriptors
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,134,java.lang.CharSequence,java.lang.CharSequence charAt length  switch { ) length <  for int,charAt
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/HtmlUtilities.java,90,java.lang.StringBuilder,java.lang.StringBuilder append !=  if getForegroundColor Color SyntaxStyle StringBuilder StringBuilder,append
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,317,java.lang.String,java.lang.String lastIndexOf int _source=source.getClass else _source= Class) instanceof  if else } },lastIndexOf
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/SyntaxUtilities.java,132,java.util.StringTokenizer,java.util.StringTokenizer hasMoreTokens  while StringTokenizer StringTokenizer boolean boolean Color,hasMoreTokens
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,69,java.lang.String,java.lang.String length <  for StringBuilder StringBuilder,length
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/IOUtilities.java,56,java.io.File,java.io.File exists  if boolean,exists
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,494,javax.swing.event.ListDataListener,javax.swing.event.ListDataListener intervalAdded { :  for,intervalAdded
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,72,java.lang.String,java.lang.String indexOf  if charAt char { length <  for StringBuilder StringBuilder,indexOf
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,412,java.lang.Throwable,java.lang.Throwable printStackTrace {  synchronized } } add,printStackTrace
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,132,java.lang.CharSequence,java.lang.CharSequence length <  for int,length
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,598,java.util.Stack,java.util.Stack isEmpty isEmpty push push  if '}': case break append else append GROUP) == peek &&  if,isEmpty
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,601,java.util.Stack,java.util.Stack pop isEmpty isEmpty push push  if append {  if '}': case break,pop
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,419,java.lang.Thread,java.lang.Thread getName + [" " + Date format String,getName
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,259,java.lang.StringBuilder,java.lang.StringBuilder toString append append append return } } } append,toString
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/ThreadUtilities.java,178,java.util.concurrent.ExecutorService,java.util.concurrent.ExecutorService execute TaskManager.instance.fireWaiting } decorate { else,execute
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,104,java.lang.StringBuilder,java.lang.StringBuilder append break  if charAt char { length <  for StringBuilder StringBuilder,append
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/SegmentBuffer.java,64,java.lang.System,java.lang.System arraycopy 2] * { >=  if else ==  if,arraycopy
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/ThreadUtilities.java,210,java.lang.Thread,java.lang.Thread seName Thread Thread,setName
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,456,java.lang.System,java.lang.System currentTimeMillis currentTimeMillis Toolkit.getDefaultToolkit { 1000) > -  if currentTimeMillis long {  if,currentTimeMillis
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/HtmlUtilities.java,183,java.lang.StringBuilder,java.lang.StringBuilder append append append StringBuilder StringBuilder,append
