FilePath,LineNumber,RecieverVaribale,Context,Label
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/PropertiesBean.java,258,java.lang.Integer,java.lang.Integer class || _class == .TYPE)   _ret=.valueOf _ret= Integer.TYPE) == _class || Integer.class ==  if else _ret=Float.valueOf Float.TYPE) == _class || Float.class ==  if else _ret=Double.valueOf Double.TYPE) == _class || Double.class ==  if else _ret=Character.valueOf Character.TYPE) == _class || Character.class ==  if else _ret=Boolean.valueOf Boolean.TYPE) == _class || Boolean.class ==  if,valueOf
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,684,java.lang.String,java.lang.String length <  for boolean,length
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,620,java.io.OutputStream,java.io.OutputStream write toByteArray { try printf,write
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,619,java.io.ByteArrayOutputStream,java.io.ByteArrayOutputStream toByteArray reset { try printf reset,toByteArray
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,316,java.lang.Class,java.lang.Class getName _source= else _source= Class) instanceof  if else } } _source=Thread.currentThread,getName
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/PropertiesBean.java,109,java.lang.reflect.Method,java.lang.reflect.Method invoke { try _val=parse !=  if _val=p.getProperty Object getName + "." + _pname=root String,invoke
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,589,java.util.Stack,java.util.Stack push push else } push append { '!') == 1) + charAt && length != 1 +  if,push
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StringList.java,53,java.lang.Object,java.lang.Object toString :  for,toString
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/PropertiesBean.java,142,java.lang.reflect.Method,java.lang.reflect.Method invoke _val= Object { !=  if _get=prop.getReadMethod Method continue  if { _props) : PropertyDescriptor  for,invoke
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/AwtRunnableQueue.java,141,java.util.LinkedList,java.util.LinkedList poll peek {  synchronized { != && 0 ==  while },poll
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/PropertiesBean.java,189,java.beans.Introspector,java.beans.Introspector getBeanInfo _info= BeanInfo,getBeanInfo
