FilePath,LineNumber,RecieverVaribale,Context,Label
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,245,java.io.IOException,java.io.IOException printStackTrace { IOException  catch } close,printStackTrace
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/IOUtilities.java,112,java.lang.Thread,java.lang.Thread interrupted &&  if } setValue setStatus { !=  if,interrupted
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/HtmlUtilities.java,99,java.lang.StringBuilder,java.lang.StringBuilder toString append append append append return append  if append  if getFont append !=  if,toString
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/ThreadUtilities.java,131,java.lang.reflect.InvocationTargetException,java.lang.reflect.InvocationTargetException getCause Throwable {  catch } {  catch,getCause
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,403,java.util.List,java.util.List size  if {  synchronized { >=  if PrintStream,size
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,408,java.lang.String,java.lang.String toCharArray toCharArray } 1 return { ==  if else,toCharArray
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,629,java.io.ByteArrayOutputStream,java.io.ByteArrayOutputStream reset toByteArray reset { finally } { IOException  catch },reset
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/IOUtilities.java,206,java.io.ObjectInput,java.io.ObjectInput close { try { !=  if,close
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Task.java,150,java.lang.Thread,java.lang.Thread interrupt != &&  if,interrupt
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,128,java.lang.System,java.lang.System setErr setOut System.setOut { == System.err && ==  if {  if,setErr
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,653,java.lang.CharSequence,java.lang.CharSequence length < +  if char } break,length
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/SyntaxUtilities.java,104,java.lang.String,java.lang.String equals  if else Color.cyan return  if else Color.black return  if else Color.darkGray return  if else Color.gray return  if else,equals
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/PropertiesBean.java,169,java.lang.String,java.lang.String equals  if { _props) : PropertyDescriptor  for _props=getPropertyDescriptors PropertyDescriptor[] { try,equals
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,339,java.lang.String,java.lang.String replace _log {  while boolean int,replace
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,512,java.util.List,java.util.List add,add
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/IOUtilities.java,175,java.io.Flushable,java.io.Flushable flush { Flushable) instanceof  if { try { !=  if,flush
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/IOUtilities.java,70,java.io.IOException,java.io.IOException getMessage "+ : " + + " Log.log { IOException  catch } FileInputStream,getMessage
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,547,java.util.List,java.util.List isEmpty || 0 ==  if,isEmpty
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/PropertiesBean.java,209,java.lang.StringBuilder,java.lang.StringBuilder toString append append return } _val.append 1) - _len <  if _val.append null return ==  if,toString
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/SyntaxUtilities.java,96,java.lang.String,java.lang.String equals  if else Color.lightGray return  if else Color.white return  if else Color.orange return  if else Color.yellow return  if else,equals
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,283,java.lang.StringBuilder,java.lang.StringBuilder append append 1) ==  if else } ') append 0) >  while { 0) ==  if StringBuilder StringBuilder,append
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,307,java.lang.Thread,java.lang.Thread getName _source= { ==  if _source String,getName
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,612,java.lang.StringBuilder,java.lang.StringBuilder toString append append append append append append append append append append append append append append append append return } } append : default,toString
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/IOUtilities.java,57,java.io.File,java.io.File exists &&  || canWrite &&  if boolean,getParentFile
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/TaskManager.java,93,java.util.List,java.util.List remove contains {  if,remove
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,80,java.lang.StringBuilder,java.lang.StringBuilder append append append append append else } } append append,append
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/SyntaxUtilities.java,138,java.lang.String,java.lang.String ubtring tartWith ubtring tartWith  if {  if else } if  {  if,substring
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/HtmlUtilities.java,184,java.lang.StringBuilder,java.lang.StringBuilder append append append append append StringBuilder StringBuilder,append
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/AwtRunnableQueue.java,93,java.util.LinkedList,java.util.LinkedList offer isEmpty {  synchronized } return ThreadUtilities.runInDispatchThread,offer
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/XMLUtilities.java,77,java.lang.StringBuilder,java.lang.StringBuilder append append { else } append { 0x00) != &&  if,append
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,713,java.lang.String,java.lang.String equals  if else  return Boolean) instanceof  if else return ==  if,equals
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/HtmlUtilities.java,98,java.lang.StringBuilder,java.lang.StringBuilder append append append append  if append  if getFont append !=  if getBackgroundColor,append
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/ThreadUtilities.java,64,java.awt.EventQueue,java.awt.EventQueue invokeLater isDispatchThread else run  if,invokeLater
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,569,java.lang.StringBuilder,java.lang.StringBuilder append append append append append append append append else append  if '|': case break append,append
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/PropertiesBean.java,97,java.beans.PropertyDescriptor,java.beans.PropertyDescriptor getName  if { _props) : PropertyDescriptor  for _props=getPropertyDescriptors PropertyDescriptor[] { try,getName
