FilePath,LineNumber,RecieverVaribale,Context,Label
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/PropertiesBean.java,172,java.util.Properties,java.util.Properties remove getName getName getName + "." + _pname=root String continue  if { _props) : PropertyDescriptor  for _props=getPropertyDescriptors PropertyDescriptor[],remove
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/HtmlUtilities.java,130,java.lang.StringBuilder,java.lang.StringBuilder append append append append append } append,append
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/HtmlUtilities.java,167,java.lang.String,java.lang.String valueOf : default break ': ' case,valueOf
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,654,java.lang.CharSequence,java.lang.CharSequence length length < +  if char } break,charAt
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/XMLUtilities.java,84,java.lang.StringBuilder,java.lang.StringBuilder append { else } append { 0x00) != &&  if,append
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/EnhancedTreeCellRenderer.java,93,javax.swing.JTree,javax.swing.JTree getCellRenderer EnhancedTreeCellRenderer.this) ==  if JTree return JTree)) instanceof  if,setCellRenderer
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/PropertiesBean.java,254,java.lang.Double,java.lang.Double class || _class == .TYPE)   _ret=.valueOf _ret= Double.TYPE) == _class || Double.class ==  if else _ret=Character.valueOf Character.TYPE) == _class || Character.class ==  if else _ret=Boolean.valueOf Boolean.TYPE) == _class || Boolean.class ==  if { else },valueOf
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/EnhancedTreeCellRenderer.java,88,java.beans.PropertyChangeEvent,java.beans.PropertyChangeEvent getSource getSource JTree return JTree)) instanceof  if PropertyChangeEvent void public @Override PropertyChangeListener PropertyChangeListener {  if,getSource
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,686,java.lang.CharSequence,java.lang.CharSequence length >=  if { length <  for boolean,length
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,550,javax.swing.SwingUtilities,javax.swing.SwingUtilities invokeLater return isEmpty || 0 ==  if,invokeLater
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,433,java.lang.Character,java.lang.Character isDigit isDigit isDigit  if { _j++) < _j  for } } break,isDigit
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,238,java.lang.String,java.lang.String charAt length char { length < && <  for int StringBuilder StringBuilder,charAt
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/ReverseCharSequence.java,52,java.lang.CharSequence,java.lang.CharSequence subSequence length ReverseCharSequence new return length int,subSequence
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,445,java.io.PrintStream,java.io.PrintStream println ERROR) ==  if { >=  if } printStackTrace {  catch,println
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/PropertiesBean.java,145,java.util.Properties,java.util.Properties remove setProerty getName getReadMethod getName else setProperty !=  if getName + "." + _pname=root String _val=_get.invoke Object { !=  if,remove
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,433,java.io.Writer,java.io.Writer write write write { !=  if },write
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/XMLUtilities.java,175,java.lang.String,java.lang.String endsWith && null !=  if,endsWith
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/SyntaxUtilities.java,58,java.lang.String,java.lang.String concat return 0xffffff) & toHexString String,concat
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/StandardUtilities.java,71,java.lang.String,java.lang.String charAt length char { length <  for StringBuilder StringBuilder,charAt
/Users/Jay/Desktop/CMPT470/Assignment_2B/CMPT470-816AssignmentMachineLenaring-master/./data/repository/jEdit/org/gjt/sp/util/Log.java,339,java.util.StringTokenizer,java.util.StringTokenizer nextToken hasMoreTokens _log {  while boolean int,nextToken
